Simulation_ID,Event_Type,Event_Time,Event_Step
5063,Lapse,5.833333333333333,70
5064,Lapse,7.833333333333333,94
5065,Death,3.833333333333333,46
5066,Survival,10.0,120
5067,Lapse,5.333333333333333,64
5068,Survival,10.0,120
5069,Survival,10.0,120
5070,Survival,10.0,120
5071,Lapse,5.166666666666666,62
5072,Lapse,4.25,51
5073,Survival,10.0,120
5074,Survival,10.0,120
5075,Lapse,5.666666666666666,68
5076,Lapse,2.083333333333333,25
5077,Survival,10.0,120
5078,Survival,10.0,120
5079,Survival,10.0,120
5080,Survival,10.0,120
5081,Survival,10.0,120
5082,Survival,10.0,120
5083,Lapse,3.833333333333333,46
5084,Lapse,0.08333333333333333,1
5085,Survival,10.0,120
5086,Survival,10.0,120
5087,Survival,10.0,120
5088,Survival,10.0,120
5089,Lapse,2.333333333333333,28
5090,Lapse,2.083333333333333,25
5091,Survival,10.0,120
5092,Survival,10.0,120
5093,Disability,0.75,9
5094,Lapse,1.9166666666666665,23
5095,Survival,10.0,120
5096,Death,4.583333333333333,55
5097,Survival,10.0,120
5098,Survival,10.0,120
5099,Survival,10.0,120
5100,Survival,10.0,120
5101,Lapse,4.583333333333333,55
5102,Lapse,5.083333333333333,61
5103,Disability,6.083333333333333,73
5104,Survival,10.0,120
5105,Disability,1.0833333333333333,13
5106,Survival,10.0,120
5107,Survival,10.0,120
5108,Survival,10.0,120
5109,Survival,10.0,120
5110,Survival,10.0,120
5111,Lapse,5.333333333333333,64
5112,Disability,2.083333333333333,25
5113,Survival,10.0,120
5114,Lapse,0.6666666666666666,8
5115,Disability,5.833333333333333,70
5116,Survival,10.0,120
5117,Survival,10.0,120
5118,Survival,10.0,120
5119,Lapse,3.0,36
5120,Lapse,8.666666666666666,104
5121,Disability,9.333333333333332,112
5122,Survival,10.0,120
5123,Lapse,2.75,33
5124,Survival,10.0,120
5125,Survival,10.0,120
5126,Lapse,5.5,66
5127,Survival,10.0,120
5128,Survival,10.0,120
5129,Lapse,2.25,27
5130,Survival,10.0,120
5131,Lapse,2.833333333333333,34
5132,Survival,10.0,120
5133,Lapse,3.083333333333333,37
5134,Survival,10.0,120
5135,Disability,4.333333333333333,52
5136,Survival,10.0,120
5137,Survival,10.0,120
5138,Survival,10.0,120
5139,Lapse,1.75,21
5140,Survival,10.0,120
5141,Lapse,1.5833333333333333,19
5142,Survival,10.0,120
5143,Death,2.333333333333333,28
5144,Survival,10.0,120
5145,Lapse,0.5,6
5146,Lapse,1.4166666666666665,17
5147,Survival,10.0,120
5148,Survival,10.0,120
5149,Survival,10.0,120
5150,Lapse,6.666666666666666,80
5151,Lapse,0.3333333333333333,4
5152,Survival,10.0,120
5153,Lapse,7.333333333333333,88
5154,Survival,10.0,120
5155,Death,3.333333333333333,40
5156,Lapse,0.75,9
5157,Death,4.0,48
5158,Survival,10.0,120
5159,Survival,10.0,120
5160,Survival,10.0,120
5161,Lapse,2.0,24
5162,Survival,10.0,120
5163,Lapse,1.25,15
5164,Survival,10.0,120
5165,Survival,10.0,120
5166,Survival,10.0,120
5167,Lapse,9.833333333333332,118
5168,Survival,10.0,120
5169,Lapse,0.9166666666666666,11
5170,Death,8.416666666666666,101
5171,Death,2.4166666666666665,29
5172,Survival,10.0,120
5173,Death,9.416666666666666,113
5174,Survival,10.0,120
5175,Survival,10.0,120
5176,Lapse,5.083333333333333,61
5177,Death,0.08333333333333333,1
5178,Death,1.5833333333333333,19
5179,Survival,10.0,120
5180,Survival,10.0,120
5181,Lapse,6.666666666666666,80
5182,Survival,10.0,120
5183,Lapse,6.666666666666666,80
5184,Survival,10.0,120
5185,Survival,10.0,120
5186,Death,2.583333333333333,31
5187,Lapse,5.0,60
5188,Survival,10.0,120
5189,Lapse,7.083333333333333,85
5190,Death,6.25,75
5191,Survival,10.0,120
5192,Survival,10.0,120
5193,Survival,10.0,120
5194,Survival,10.0,120
5195,Survival,10.0,120
5196,Lapse,0.5,6
5197,Lapse,3.333333333333333,40
5198,Survival,10.0,120
5199,Lapse,7.083333333333333,85
5200,Lapse,3.583333333333333,43
5201,Lapse,1.0833333333333333,13
5202,Survival,10.0,120
5203,Lapse,5.416666666666666,65
5204,Disability,2.9166666666666665,35
5205,Lapse,1.75,21
5206,Lapse,1.0833333333333333,13
5207,Survival,10.0,120
5208,Survival,10.0,120
5209,Survival,10.0,120
5210,Survival,10.0,120
5211,Lapse,1.4166666666666665,17
5212,Lapse,8.75,105
5213,Disability,0.8333333333333333,10
5214,Survival,10.0,120
5215,Lapse,9.916666666666666,119
5216,Death,4.5,54
5217,Survival,10.0,120
5218,Lapse,4.166666666666666,50
5219,Survival,10.0,120
5220,Survival,10.0,120
5221,Survival,10.0,120
5222,Lapse,2.5,30
5223,Survival,10.0,120
5224,Survival,10.0,120
5225,Survival,10.0,120
5226,Survival,10.0,120
5227,Survival,10.0,120
5228,Disability,1.0833333333333333,13
5229,Lapse,7.0,84
5230,Survival,10.0,120
5231,Death,2.5,30
5232,Survival,10.0,120
5233,Lapse,7.5,90
5234,Survival,10.0,120
5235,Death,7.0,84
5236,Survival,10.0,120
5237,Lapse,4.083333333333333,49
5238,Lapse,0.8333333333333333,10
5239,Lapse,5.583333333333333,67
5240,Survival,10.0,120
5241,Survival,10.0,120
5242,Lapse,2.083333333333333,25
5243,Lapse,2.1666666666666665,26
5244,Disability,8.25,99
5245,Survival,10.0,120
5246,Lapse,2.1666666666666665,26
5247,Lapse,2.4166666666666665,29
5248,Survival,10.0,120
5249,Lapse,4.5,54
5250,Survival,10.0,120
5251,Lapse,6.583333333333333,79
5252,Survival,10.0,120
5253,Lapse,2.833333333333333,34
5254,Survival,10.0,120
5255,Survival,10.0,120
5256,Survival,10.0,120
5257,Survival,10.0,120
5258,Survival,10.0,120
5259,Survival,10.0,120
5260,Death,2.4166666666666665,29
5261,Survival,10.0,120
5262,Survival,10.0,120
5263,Lapse,0.16666666666666666,2
5264,Survival,10.0,120
5265,Death,7.25,87
5266,Lapse,6.833333333333333,82
5267,Survival,10.0,120
5268,Survival,10.0,120
5269,Survival,10.0,120
5270,Survival,10.0,120
5271,Survival,10.0,120
5272,Disability,5.0,60
5273,Survival,10.0,120
5274,Disability,3.75,45
5275,Lapse,4.666666666666666,56
5276,Lapse,5.416666666666666,65
5277,Lapse,0.25,3
5278,Survival,10.0,120
5279,Lapse,5.0,60
5280,Death,4.083333333333333,49
5281,Lapse,7.416666666666666,89
5282,Survival,10.0,120
5283,Survival,10.0,120
5284,Lapse,6.166666666666666,74
5285,Survival,10.0,120
5286,Survival,10.0,120
5287,Death,1.8333333333333333,22
5288,Survival,10.0,120
5289,Lapse,6.0,72
5290,Lapse,8.75,105
5291,Survival,10.0,120
5292,Survival,10.0,120
5293,Survival,10.0,120
5294,Survival,10.0,120
5295,Survival,10.0,120
5296,Survival,10.0,120
5297,Lapse,1.0833333333333333,13
5298,Lapse,5.666666666666666,68
5299,Lapse,2.083333333333333,25
5300,Death,2.0,24
5301,Survival,10.0,120
5302,Survival,10.0,120
5303,Survival,10.0,120
5304,Death,7.333333333333333,88
5305,Survival,10.0,120
5306,Survival,10.0,120
5307,Lapse,2.333333333333333,28
5308,Lapse,0.25,3
5309,Survival,10.0,120
5310,Lapse,0.5,6
5311,Survival,10.0,120
5312,Survival,10.0,120
5313,Lapse,3.25,39
5314,Lapse,1.9166666666666665,23
5315,Survival,10.0,120
5316,Death,2.0,24
5317,Lapse,4.5,54
5318,Survival,10.0,120
5319,Disability,4.833333333333333,58
5320,Survival,10.0,120
5321,Survival,10.0,120
5322,Lapse,3.25,39
5323,Survival,10.0,120
5324,Survival,10.0,120
5325,Death,8.75,105
5326,Disability,0.3333333333333333,4
5327,Survival,10.0,120
5328,Lapse,2.0,24
5329,Survival,10.0,120
5330,Lapse,2.0,24
5331,Survival,10.0,120
5332,Survival,10.0,120
5333,Survival,10.0,120
5334,Survival,10.0,120
5335,Lapse,9.416666666666666,113
5336,Survival,10.0,120
5337,Survival,10.0,120
5338,Lapse,5.333333333333333,64
5339,Death,3.6666666666666665,44
5340,Survival,10.0,120
5341,Lapse,5.75,69
5342,Lapse,0.5,6
5343,Survival,10.0,120
5344,Survival,10.0,120
5345,Survival,10.0,120
5346,Disability,7.5,90
5347,Disability,5.25,63
5348,Survival,10.0,120
5349,Survival,10.0,120
5350,Lapse,8.0,96
5351,Lapse,10.0,120
5352,Death,0.16666666666666666,2
5353,Lapse,7.583333333333333,91
5354,Survival,10.0,120
5355,Survival,10.0,120
5356,Survival,10.0,120
5357,Survival,10.0,120
5358,Death,7.916666666666666,95
5359,Survival,10.0,120
5360,Lapse,1.0833333333333333,13
5361,Survival,10.0,120
5362,Lapse,2.6666666666666665,32
5363,Survival,10.0,120
5364,Survival,10.0,120
5365,Survival,10.0,120
5366,Survival,10.0,120
5367,Disability,2.333333333333333,28
5368,Lapse,4.666666666666666,56
5369,Survival,10.0,120
5370,Survival,10.0,120
5371,Survival,10.0,120
5372,Survival,10.0,120
5373,Lapse,4.0,48
5374,Survival,10.0,120
5375,Survival,10.0,120
5376,Survival,10.0,120
5377,Survival,10.0,120
5378,Lapse,2.6666666666666665,32
5379,Survival,10.0,120
5380,Survival,10.0,120
5381,Lapse,8.166666666666666,98
5382,Disability,1.9166666666666665,23
5383,Survival,10.0,120
5384,Survival,10.0,120
5385,Death,9.916666666666666,119
5386,Lapse,0.41666666666666663,5
5387,Lapse,1.5,18
5388,Lapse,6.0,72
5389,Survival,10.0,120
5390,Survival,10.0,120
5391,Lapse,4.833333333333333,58
5392,Survival,10.0,120
5393,Survival,10.0,120
5394,Lapse,3.333333333333333,40
5395,Lapse,4.0,48
5396,Death,8.25,99
5397,Lapse,0.5,6
5398,Survival,10.0,120
5399,Lapse,1.9166666666666665,23
5400,Disability,3.333333333333333,40
5401,Lapse,5.916666666666666,71
5402,Lapse,6.666666666666666,80
5403,Disability,8.833333333333332,106
5404,Survival,10.0,120
5405,Lapse,6.333333333333333,76
5406,Lapse,4.25,51
5407,Lapse,7.666666666666666,92
5408,Survival,10.0,120
5409,Lapse,7.75,93
5410,Lapse,1.1666666666666665,14
5411,Lapse,6.75,81
5412,Lapse,0.25,3
5413,Survival,10.0,120
5414,Survival,10.0,120
5415,Survival,10.0,120
5416,Survival,10.0,120
5417,Death,1.6666666666666665,20
5418,Lapse,2.083333333333333,25
5419,Lapse,0.25,3
5420,Survival,10.0,120
5421,Lapse,2.333333333333333,28
5422,Lapse,4.916666666666666,59
5423,Survival,10.0,120
5424,Death,5.166666666666666,62
5425,Survival,10.0,120
5426,Disability,7.25,87
5427,Death,7.666666666666666,92
5428,Survival,10.0,120
5429,Disability,8.0,96
5430,Lapse,7.666666666666666,92
5431,Death,6.333333333333333,76
5432,Lapse,5.333333333333333,64
5433,Survival,10.0,120
5434,Survival,10.0,120
5435,Disability,4.666666666666666,56
5436,Survival,10.0,120
5437,Survival,10.0,120
5438,Lapse,4.583333333333333,55
5439,Survival,10.0,120
5440,Lapse,4.333333333333333,52
5441,Lapse,8.0,96
5442,Survival,10.0,120
5443,Survival,10.0,120
5444,Lapse,3.833333333333333,46
5445,Disability,6.583333333333333,79
5446,Lapse,2.25,27
5447,Survival,10.0,120
5448,Survival,10.0,120
5449,Survival,10.0,120
5450,Lapse,6.916666666666666,83
5451,Death,9.5,114
5452,Survival,10.0,120
5453,Lapse,3.75,45
5454,Survival,10.0,120
5455,Lapse,7.333333333333333,88
5456,Survival,10.0,120
5457,Survival,10.0,120
5458,Survival,10.0,120
5459,Survival,10.0,120
5460,Survival,10.0,120
5461,Lapse,3.5,42
5462,Survival,10.0,120
5463,Lapse,3.083333333333333,37
5464,Lapse,2.1666666666666665,26
5465,Survival,10.0,120
5466,Survival,10.0,120
5467,Survival,10.0,120
5468,Lapse,4.75,57
5469,Lapse,8.0,96
5470,Survival,10.0,120
5471,Lapse,8.75,105
5472,Lapse,3.583333333333333,43
5473,Survival,10.0,120
5474,Disability,3.333333333333333,40
5475,Lapse,7.666666666666666,92
5476,Lapse,8.083333333333332,97
5477,Survival,10.0,120
5478,Lapse,7.916666666666666,95
5479,Lapse,1.5833333333333333,19
5480,Death,0.5,6
5481,Lapse,5.833333333333333,70
5482,Survival,10.0,120
5483,Lapse,3.1666666666666665,38
5484,Disability,4.0,48
5485,Survival,10.0,120
5486,Survival,10.0,120
5487,Survival,10.0,120
5488,Survival,10.0,120
5489,Lapse,3.9166666666666665,47
5490,Survival,10.0,120
5491,Survival,10.0,120
5492,Lapse,8.25,99
5493,Lapse,1.9166666666666665,23
5494,Disability,4.416666666666666,53
5495,Survival,10.0,120
5496,Survival,10.0,120
5497,Survival,10.0,120
5498,Survival,10.0,120
5499,Lapse,1.8333333333333333,22
5500,Lapse,5.166666666666666,62
5501,Survival,10.0,120
5502,Death,3.5,42
5503,Survival,10.0,120
5504,Survival,10.0,120
5505,Lapse,10.0,120
5506,Lapse,1.8333333333333333,22
5507,Lapse,7.833333333333333,94
5508,Survival,10.0,120
5509,Survival,10.0,120
5510,Lapse,7.916666666666666,95
5511,Lapse,0.75,9
5512,Lapse,1.5833333333333333,19
5513,Disability,3.833333333333333,46
5514,Survival,10.0,120
5515,Survival,10.0,120
5516,Survival,10.0,120
5517,Lapse,3.9166666666666665,47
5518,Survival,10.0,120
5519,Lapse,0.41666666666666663,5
5520,Lapse,3.6666666666666665,44
5521,Lapse,5.166666666666666,62
5522,Disability,4.166666666666666,50
5523,Survival,10.0,120
5524,Lapse,8.583333333333332,103
5525,Survival,10.0,120
5526,Lapse,1.0,12
5527,Lapse,3.333333333333333,40
5528,Survival,10.0,120
5529,Survival,10.0,120
5530,Lapse,6.416666666666666,77
5531,Lapse,2.9166666666666665,35
5532,Death,0.5833333333333333,7
5533,Disability,0.8333333333333333,10
5534,Survival,10.0,120
5535,Survival,10.0,120
5536,Survival,10.0,120
5537,Lapse,5.583333333333333,67
5538,Survival,10.0,120
5539,Lapse,4.25,51
5540,Survival,10.0,120
5541,Lapse,0.9166666666666666,11
5542,Death,0.16666666666666666,2
5543,Survival,10.0,120
5544,Lapse,6.916666666666666,83
5545,Lapse,1.1666666666666665,14
5546,Survival,10.0,120
5547,Death,9.333333333333332,112
5548,Disability,6.0,72
5549,Lapse,1.8333333333333333,22
5550,Lapse,6.833333333333333,82
5551,Lapse,2.25,27
5552,Death,3.6666666666666665,44
5553,Survival,10.0,120
5554,Survival,10.0,120
5555,Survival,10.0,120
5556,Survival,10.0,120
5557,Survival,10.0,120
5558,Death,3.083333333333333,37
5559,Survival,10.0,120
5560,Disability,9.166666666666666,110
5561,Survival,10.0,120
5562,Lapse,0.5833333333333333,7
5563,Survival,10.0,120
5564,Lapse,2.583333333333333,31
5565,Survival,10.0,120
5566,Lapse,4.916666666666666,59
5567,Survival,10.0,120
5568,Lapse,3.9166666666666665,47
5569,Survival,10.0,120
5570,Survival,10.0,120
5571,Survival,10.0,120
5572,Lapse,2.4166666666666665,29
5573,Survival,10.0,120
5574,Lapse,3.9166666666666665,47
5575,Death,0.3333333333333333,4
5576,Survival,10.0,120
5577,Survival,10.0,120
5578,Lapse,5.25,63
5579,Survival,10.0,120
5580,Lapse,4.166666666666666,50
5581,Survival,10.0,120
5582,Survival,10.0,120
5583,Death,1.5833333333333333,19
5584,Survival,10.0,120
5585,Lapse,2.333333333333333,28
5586,Survival,10.0,120
5587,Lapse,6.333333333333333,76
5588,Lapse,5.416666666666666,65
5589,Lapse,1.0,12
5590,Survival,10.0,120
5591,Survival,10.0,120
5592,Survival,10.0,120
5593,Lapse,10.0,120
5594,Survival,10.0,120
5595,Lapse,1.4166666666666665,17
5596,Survival,10.0,120
5597,Survival,10.0,120
5598,Survival,10.0,120
5599,Death,5.916666666666666,71
5600,Survival,10.0,120
5601,Lapse,1.5,18
5602,Lapse,1.5,18
5603,Lapse,1.0,12
5604,Survival,10.0,120
5605,Lapse,6.666666666666666,80
5606,Survival,10.0,120
5607,Lapse,2.833333333333333,34
5608,Lapse,6.833333333333333,82
5609,Death,0.25,3
5610,Survival,10.0,120
5611,Survival,10.0,120
5612,Lapse,8.583333333333332,103
5613,Survival,10.0,120
5614,Lapse,3.9166666666666665,47
5615,Survival,10.0,120
5616,Survival,10.0,120
5617,Survival,10.0,120
5618,Survival,10.0,120
5619,Survival,10.0,120
5620,Survival,10.0,120
5621,Lapse,2.583333333333333,31
5622,Lapse,3.6666666666666665,44
5623,Survival,10.0,120
5624,Survival,10.0,120
5625,Death,9.166666666666666,110
5626,Death,9.25,111
5627,Survival,10.0,120
5628,Survival,10.0,120
5629,Survival,10.0,120
5630,Lapse,0.9166666666666666,11
5631,Survival,10.0,120
5632,Survival,10.0,120
5633,Lapse,2.333333333333333,28
5634,Lapse,5.25,63
5635,Disability,4.666666666666666,56
5636,Survival,10.0,120
5637,Survival,10.0,120
5638,Death,1.0,12
5639,Lapse,10.0,120
5640,Survival,10.0,120
5641,Lapse,6.333333333333333,76
5642,Lapse,7.25,87
5643,Survival,10.0,120
5644,Lapse,7.583333333333333,91
5645,Disability,7.666666666666666,92
5646,Survival,10.0,120
5647,Lapse,6.833333333333333,82
5648,Survival,10.0,120
5649,Lapse,5.5,66
5650,Death,2.333333333333333,28
5651,Survival,10.0,120
5652,Disability,7.75,93
5653,Survival,10.0,120
5654,Survival,10.0,120
5655,Lapse,4.5,54
5656,Lapse,0.16666666666666666,2
5657,Survival,10.0,120
5658,Survival,10.0,120
5659,Survival,10.0,120
5660,Survival,10.0,120
5661,Lapse,0.3333333333333333,4
5662,Survival,10.0,120
5663,Lapse,0.5,6
5664,Lapse,6.5,78
5665,Lapse,5.916666666666666,71
5666,Survival,10.0,120
5667,Lapse,2.25,27
5668,Survival,10.0,120
5669,Lapse,6.666666666666666,80
5670,Lapse,2.5,30
5671,Survival,10.0,120
5672,Survival,10.0,120
5673,Lapse,8.583333333333332,103
5674,Survival,10.0,120
5675,Lapse,1.6666666666666665,20
5676,Survival,10.0,120
5677,Lapse,0.9166666666666666,11
5678,Survival,10.0,120
5679,Survival,10.0,120
5680,Death,2.1666666666666665,26
5681,Survival,10.0,120
5682,Survival,10.0,120
5683,Survival,10.0,120
5684,Lapse,7.583333333333333,91
5685,Survival,10.0,120
5686,Survival,10.0,120
5687,Death,9.5,114
5688,Survival,10.0,120
5689,Survival,10.0,120
5690,Survival,10.0,120
5691,Survival,10.0,120
5692,Survival,10.0,120
5693,Lapse,5.666666666666666,68
5694,Survival,10.0,120
5695,Survival,10.0,120
5696,Survival,10.0,120
5697,Survival,10.0,120
5698,Survival,10.0,120
5699,Survival,10.0,120
5700,Survival,10.0,120
5701,Survival,10.0,120
5702,Survival,10.0,120
5703,Survival,10.0,120
5704,Survival,10.0,120
5705,Survival,10.0,120
5706,Survival,10.0,120
5707,Death,6.583333333333333,79
5708,Survival,10.0,120
5709,Lapse,3.4166666666666665,41
5710,Survival,10.0,120
5711,Survival,10.0,120
5712,Survival,10.0,120
5713,Lapse,0.5,6
5714,Survival,10.0,120
5715,Survival,10.0,120
5716,Death,1.1666666666666665,14
5717,Lapse,4.25,51
5718,Lapse,0.6666666666666666,8
5719,Lapse,7.666666666666666,92
5720,Survival,10.0,120
5721,Survival,10.0,120
5722,Lapse,6.75,81
5723,Lapse,0.16666666666666666,2
5724,Survival,10.0,120
5725,Survival,10.0,120
5726,Lapse,6.5,78
5727,Survival,10.0,120
5728,Lapse,4.416666666666666,53
5729,Death,2.25,27
5730,Lapse,5.916666666666666,71
5731,Lapse,6.25,75
5732,Survival,10.0,120
5733,Survival,10.0,120
5734,Survival,10.0,120
5735,Disability,4.166666666666666,50
5736,Survival,10.0,120
5737,Survival,10.0,120
5738,Lapse,6.75,81
5739,Survival,10.0,120
5740,Survival,10.0,120
5741,Survival,10.0,120
5742,Survival,10.0,120
5743,Lapse,9.916666666666666,119
5744,Lapse,4.333333333333333,52
5745,Lapse,3.583333333333333,43
5746,Lapse,5.583333333333333,67
5747,Survival,10.0,120
5748,Lapse,0.3333333333333333,4
5749,Survival,10.0,120
5750,Survival,10.0,120
5751,Survival,10.0,120
5752,Lapse,4.916666666666666,59
5753,Lapse,6.0,72
5754,Disability,3.5,42
5755,Survival,10.0,120
5756,Lapse,7.916666666666666,95
5757,Survival,10.0,120
5758,Survival,10.0,120
5759,Lapse,8.416666666666666,101
5760,Lapse,8.0,96
5761,Lapse,5.333333333333333,64
5762,Survival,10.0,120
5763,Survival,10.0,120
5764,Survival,10.0,120
5765,Lapse,7.666666666666666,92
5766,Lapse,5.833333333333333,70
5767,Survival,10.0,120
5768,Lapse,3.1666666666666665,38
5769,Lapse,5.833333333333333,70
5770,Death,9.75,117
5771,Survival,10.0,120
5772,Survival,10.0,120
5773,Death,7.416666666666666,89
5774,Lapse,5.25,63
5775,Survival,10.0,120
5776,Survival,10.0,120
5777,Survival,10.0,120
5778,Survival,10.0,120
5779,Lapse,2.25,27
5780,Survival,10.0,120
5781,Survival,10.0,120
5782,Lapse,6.666666666666666,80
5783,Death,1.9166666666666665,23
5784,Survival,10.0,120
5785,Survival,10.0,120
5786,Lapse,1.3333333333333333,16
5787,Survival,10.0,120
5788,Survival,10.0,120
5789,Disability,4.416666666666666,53
5790,Death,2.0,24
5791,Survival,10.0,120
5792,Survival,10.0,120
5793,Lapse,2.833333333333333,34
5794,Death,6.833333333333333,82
5795,Survival,10.0,120
5796,Death,2.5,30
5797,Lapse,4.833333333333333,58
5798,Survival,10.0,120
5799,Survival,10.0,120
5800,Survival,10.0,120
5801,Disability,5.833333333333333,70
5802,Death,1.6666666666666665,20
5803,Survival,10.0,120
5804,Survival,10.0,120
5805,Survival,10.0,120
5806,Survival,10.0,120
5807,Lapse,5.416666666666666,65
5808,Death,1.6666666666666665,20
5809,Survival,10.0,120
5810,Death,3.0,36
5811,Death,3.4166666666666665,41
5812,Lapse,4.583333333333333,55
5813,Death,6.416666666666666,77
5814,Survival,10.0,120
5815,Survival,10.0,120
5816,Lapse,2.083333333333333,25
5817,Survival,10.0,120
5818,Lapse,5.833333333333333,70
5819,Survival,10.0,120
5820,Lapse,8.25,99
5821,Survival,10.0,120
5822,Survival,10.0,120
5823,Survival,10.0,120
5824,Survival,10.0,120
5825,Survival,10.0,120
5826,Survival,10.0,120
5827,Survival,10.0,120
5828,Lapse,1.25,15
5829,Lapse,6.0,72
5830,Disability,9.916666666666666,119
5831,Lapse,7.583333333333333,91
5832,Survival,10.0,120
5833,Lapse,4.666666666666666,56
5834,Survival,10.0,120
5835,Lapse,0.08333333333333333,1
5836,Death,3.333333333333333,40
5837,Death,2.583333333333333,31
5838,Lapse,2.6666666666666665,32
5839,Survival,10.0,120
5840,Survival,10.0,120
5841,Lapse,5.75,69
5842,Survival,10.0,120
5843,Survival,10.0,120
5844,Survival,10.0,120
5845,Survival,10.0,120
5846,Survival,10.0,120
5847,Survival,10.0,120
5848,Survival,10.0,120
5849,Survival,10.0,120
5850,Lapse,8.083333333333332,97
5851,Lapse,10.0,120
5852,Lapse,8.083333333333332,97
5853,Death,5.5,66
5854,Death,0.5833333333333333,7
5855,Survival,10.0,120
5856,Survival,10.0,120
5857,Lapse,0.08333333333333333,1
5858,Survival,10.0,120
5859,Disability,1.8333333333333333,22
5860,Lapse,5.166666666666666,62
5861,Survival,10.0,120
5862,Lapse,6.5,78
5863,Lapse,4.166666666666666,50
5864,Survival,10.0,120
5865,Lapse,6.5,78
5866,Survival,10.0,120
5867,Survival,10.0,120
5868,Survival,10.0,120
5869,Survival,10.0,120
5870,Death,6.583333333333333,79
5871,Survival,10.0,120
5872,Survival,10.0,120
5873,Death,3.6666666666666665,44
5874,Survival,10.0,120
5875,Disability,4.416666666666666,53
5876,Disability,9.583333333333332,115
5877,Lapse,3.75,45
5878,Survival,10.0,120
5879,Survival,10.0,120
5880,Survival,10.0,120
5881,Death,4.916666666666666,59
5882,Survival,10.0,120
5883,Lapse,6.666666666666666,80
5884,Lapse,0.16666666666666666,2
5885,Survival,10.0,120
5886,Lapse,0.5,6
5887,Lapse,1.6666666666666665,20
5888,Lapse,1.25,15
5889,Death,2.5,30
5890,Lapse,3.4166666666666665,41
5891,Survival,10.0,120
5892,Lapse,2.75,33
5893,Death,6.833333333333333,82
5894,Lapse,5.5,66
5895,Survival,10.0,120
5896,Disability,6.25,75
5897,Disability,2.333333333333333,28
5898,Death,0.08333333333333333,1
5899,Survival,10.0,120
5900,Death,2.75,33
5901,Disability,2.083333333333333,25
5902,Lapse,1.0833333333333333,13
5903,Lapse,5.0,60
5904,Lapse,4.333333333333333,52
5905,Survival,10.0,120
5906,Survival,10.0,120
5907,Survival,10.0,120
5908,Lapse,5.416666666666666,65
5909,Lapse,2.4166666666666665,29
5910,Survival,10.0,120
5911,Survival,10.0,120
5912,Survival,10.0,120
5913,Survival,10.0,120
5914,Survival,10.0,120
5915,Disability,9.583333333333332,115
5916,Disability,8.583333333333332,103
5917,Lapse,3.6666666666666665,44
5918,Lapse,5.333333333333333,64
5919,Survival,10.0,120
5920,Lapse,7.333333333333333,88
5921,Survival,10.0,120
5922,Death,0.3333333333333333,4
5923,Survival,10.0,120
5924,Death,2.9166666666666665,35
5925,Lapse,8.0,96
5926,Survival,10.0,120
5927,Lapse,2.9166666666666665,35
5928,Lapse,0.3333333333333333,4
5929,Survival,10.0,120
5930,Survival,10.0,120
5931,Disability,4.75,57
5932,Lapse,0.25,3
5933,Survival,10.0,120
5934,Survival,10.0,120
5935,Survival,10.0,120
5936,Survival,10.0,120
5937,Survival,10.0,120
5938,Survival,10.0,120
5939,Survival,10.0,120
5940,Lapse,0.5,6
5941,Lapse,9.416666666666666,113
5942,Survival,10.0,120
5943,Survival,10.0,120
5944,Survival,10.0,120
5945,Lapse,0.5833333333333333,7
5946,Survival,10.0,120
5947,Survival,10.0,120
5948,Survival,10.0,120
5949,Survival,10.0,120
5950,Survival,10.0,120
5951,Lapse,1.5833333333333333,19
5952,Survival,10.0,120
5953,Lapse,1.0,12
5954,Survival,10.0,120
5955,Lapse,5.666666666666666,68
5956,Lapse,2.833333333333333,34
5957,Survival,10.0,120
5958,Survival,10.0,120
5959,Lapse,0.5,6
5960,Lapse,3.9166666666666665,47
5961,Survival,10.0,120
5962,Disability,1.0833333333333333,13
5963,Death,7.166666666666666,86
5964,Lapse,4.333333333333333,52
5965,Survival,10.0,120
5966,Survival,10.0,120
5967,Lapse,0.16666666666666666,2
5968,Survival,10.0,120
5969,Survival,10.0,120
5970,Survival,10.0,120
5971,Lapse,2.75,33
5972,Survival,10.0,120
5973,Survival,10.0,120
5974,Lapse,6.833333333333333,82
5975,Survival,10.0,120
5976,Lapse,3.083333333333333,37
5977,Lapse,6.25,75
5978,Survival,10.0,120
5979,Disability,3.75,45
5980,Lapse,0.8333333333333333,10
5981,Disability,4.166666666666666,50
5982,Lapse,2.25,27
5983,Lapse,7.166666666666666,86
5984,Survival,10.0,120
5985,Lapse,8.833333333333332,106
5986,Survival,10.0,120
5987,Survival,10.0,120
5988,Survival,10.0,120
5989,Lapse,2.833333333333333,34
5990,Survival,10.0,120
5991,Survival,10.0,120
5992,Survival,10.0,120
5993,Survival,10.0,120
5994,Survival,10.0,120
5995,Lapse,5.583333333333333,67
5996,Survival,10.0,120
5997,Survival,10.0,120
5998,Death,7.166666666666666,86
5999,Lapse,1.1666666666666665,14
6000,Survival,10.0,120
6001,Death,0.8333333333333333,10
6002,Lapse,6.583333333333333,79
6003,Death,3.583333333333333,43
6004,Disability,2.9166666666666665,35
6005,Survival,10.0,120
6006,Lapse,8.5,102
6007,Disability,1.0833333333333333,13
6008,Survival,10.0,120
6009,Death,9.333333333333332,112
6010,Survival,10.0,120
6011,Lapse,6.416666666666666,77
6012,Survival,10.0,120
6013,Disability,4.5,54
6014,Survival,10.0,120
