Simulation_ID,Event_Type,Event_Time,Event_Step
2007,Survival,10.0,120
2008,Survival,10.0,120
2009,Lapse,7.333333333333333,88
2010,Lapse,8.666666666666666,104
2011,Disability,8.25,99
2012,Survival,10.0,120
2013,Survival,10.0,120
2014,Survival,10.0,120
2015,Disability,2.6666666666666665,32
2016,Lapse,5.333333333333333,64
2017,Survival,10.0,120
2018,Survival,10.0,120
2019,Survival,10.0,120
2020,Lapse,1.3333333333333333,16
2021,Survival,10.0,120
2022,Lapse,2.9166666666666665,35
2023,Survival,10.0,120
2024,Survival,10.0,120
2025,Survival,10.0,120
2026,Lapse,3.333333333333333,40
2027,Lapse,4.5,54
2028,Lapse,9.166666666666666,110
2029,Survival,10.0,120
2030,Survival,10.0,120
2031,Survival,10.0,120
2032,Lapse,3.833333333333333,46
2033,Survival,10.0,120
2034,Lapse,5.166666666666666,62
2035,Survival,10.0,120
2036,Lapse,0.3333333333333333,4
2037,Lapse,0.3333333333333333,4
2038,Survival,10.0,120
2039,Survival,10.0,120
2040,Survival,10.0,120
2041,Survival,10.0,120
2042,Survival,10.0,120
2043,Lapse,0.08333333333333333,1
2044,Death,1.1666666666666665,14
2045,Lapse,8.166666666666666,98
2046,Death,6.75,81
2047,Survival,10.0,120
2048,Lapse,4.083333333333333,49
2049,Survival,10.0,120
2050,Lapse,4.666666666666666,56
2051,Survival,10.0,120
2052,Survival,10.0,120
2053,Lapse,0.3333333333333333,4
2054,Lapse,3.333333333333333,40
2055,Lapse,2.833333333333333,34
2056,Survival,10.0,120
2057,Lapse,0.5833333333333333,7
2058,Survival,10.0,120
2059,Survival,10.0,120
2060,Lapse,0.16666666666666666,2
2061,Lapse,6.666666666666666,80
2062,Survival,10.0,120
2063,Survival,10.0,120
2064,Lapse,3.833333333333333,46
2065,Survival,10.0,120
2066,Survival,10.0,120
2067,Survival,10.0,120
2068,Lapse,8.0,96
2069,Survival,10.0,120
2070,Survival,10.0,120
2071,Lapse,7.666666666666666,92
2072,Lapse,6.416666666666666,77
2073,Death,3.0,36
2074,Survival,10.0,120
2075,Lapse,1.6666666666666665,20
2076,Lapse,9.666666666666666,116
2077,Survival,10.0,120
2078,Survival,10.0,120
2079,Lapse,6.583333333333333,79
2080,Survival,10.0,120
2081,Disability,8.583333333333332,103
2082,Survival,10.0,120
2083,Survival,10.0,120
2084,Disability,4.0,48
2085,Lapse,7.416666666666666,89
2086,Death,0.9166666666666666,11
2087,Lapse,2.75,33
2088,Survival,10.0,120
2089,Survival,10.0,120
2090,Survival,10.0,120
2091,Death,5.75,69
2092,Lapse,1.0,12
2093,Lapse,2.75,33
2094,Survival,10.0,120
2095,Lapse,1.9166666666666665,23
2096,Survival,10.0,120
2097,Survival,10.0,120
2098,Survival,10.0,120
2099,Survival,10.0,120
2100,Survival,10.0,120
2101,Survival,10.0,120
2102,Survival,10.0,120
2103,Survival,10.0,120
2104,Survival,10.0,120
2105,Lapse,6.5,78
2106,Lapse,6.25,75
2107,Survival,10.0,120
2108,Survival,10.0,120
2109,Survival,10.0,120
2110,Lapse,3.833333333333333,46
2111,Lapse,2.6666666666666665,32
2112,Survival,10.0,120
2113,Survival,10.0,120
2114,Survival,10.0,120
2115,Disability,8.5,102
2116,Survival,10.0,120
2117,Survival,10.0,120
2118,Lapse,2.0,24
2119,Survival,10.0,120
2120,Lapse,9.583333333333332,115
2121,Survival,10.0,120
2122,Survival,10.0,120
2123,Survival,10.0,120
2124,Disability,9.333333333333332,112
2125,Lapse,2.9166666666666665,35
2126,Survival,10.0,120
2127,Survival,10.0,120
2128,Lapse,3.0,36
2129,Lapse,8.416666666666666,101
2130,Survival,10.0,120
2131,Lapse,7.416666666666666,89
2132,Survival,10.0,120
2133,Lapse,6.666666666666666,80
2134,Survival,10.0,120
2135,Survival,10.0,120
2136,Lapse,1.0,12
2137,Disability,0.6666666666666666,8
2138,Death,5.5,66
2139,Lapse,0.16666666666666666,2
2140,Survival,10.0,120
2141,Lapse,0.3333333333333333,4
2142,Death,0.16666666666666666,2
2143,Survival,10.0,120
2144,Lapse,7.916666666666666,95
2145,Death,0.5833333333333333,7
2146,Survival,10.0,120
2147,Survival,10.0,120
2148,Survival,10.0,120
2149,Lapse,5.333333333333333,64
2150,Lapse,4.583333333333333,55
2151,Lapse,9.0,108
2152,Survival,10.0,120
2153,Survival,10.0,120
2154,Survival,10.0,120
2155,Survival,10.0,120
2156,Survival,10.0,120
2157,Lapse,6.083333333333333,73
2158,Lapse,1.0,12
2159,Survival,10.0,120
2160,Survival,10.0,120
2161,Survival,10.0,120
2162,Lapse,3.9166666666666665,47
2163,Survival,10.0,120
2164,Survival,10.0,120
2165,Lapse,9.5,114
2166,Survival,10.0,120
2167,Survival,10.0,120
2168,Survival,10.0,120
2169,Lapse,2.5,30
2170,Survival,10.0,120
2171,Survival,10.0,120
2172,Lapse,1.9166666666666665,23
2173,Survival,10.0,120
2174,Disability,8.5,102
2175,Survival,10.0,120
2176,Survival,10.0,120
2177,Survival,10.0,120
2178,Lapse,5.5,66
2179,Survival,10.0,120
2180,Survival,10.0,120
2181,Death,3.5,42
2182,Survival,10.0,120
2183,Lapse,1.9166666666666665,23
2184,Survival,10.0,120
2185,Survival,10.0,120
2186,Survival,10.0,120
2187,Lapse,6.583333333333333,79
2188,Death,7.25,87
2189,Survival,10.0,120
2190,Survival,10.0,120
2191,Lapse,1.1666666666666665,14
2192,Disability,1.1666666666666665,14
2193,Disability,6.333333333333333,76
2194,Lapse,7.083333333333333,85
2195,Disability,0.8333333333333333,10
2196,Death,9.333333333333332,112
2197,Lapse,8.5,102
2198,Lapse,3.75,45
2199,Lapse,9.333333333333332,112
2200,Lapse,0.08333333333333333,1
2201,Survival,10.0,120
2202,Lapse,6.833333333333333,82
2203,Survival,10.0,120
2204,Survival,10.0,120
2205,Lapse,8.333333333333332,100
2206,Lapse,7.083333333333333,85
2207,Survival,10.0,120
2208,Disability,6.0,72
2209,Survival,10.0,120
2210,Disability,5.25,63
2211,Lapse,5.666666666666666,68
2212,Survival,10.0,120
2213,Lapse,4.75,57
2214,Death,7.166666666666666,86
2215,Lapse,5.666666666666666,68
2216,Lapse,2.333333333333333,28
2217,Survival,10.0,120
2218,Lapse,4.75,57
2219,Lapse,5.166666666666666,62
2220,Lapse,5.333333333333333,64
2221,Survival,10.0,120
2222,Survival,10.0,120
2223,Survival,10.0,120
2224,Lapse,7.583333333333333,91
2225,Lapse,1.8333333333333333,22
2226,Survival,10.0,120
2227,Lapse,5.666666666666666,68
2228,Survival,10.0,120
2229,Lapse,2.25,27
2230,Lapse,7.333333333333333,88
2231,Survival,10.0,120
2232,Lapse,9.25,111
2233,Disability,2.0,24
2234,Survival,10.0,120
2235,Lapse,1.8333333333333333,22
2236,Death,1.25,15
2237,Lapse,3.9166666666666665,47
2238,Survival,10.0,120
2239,Lapse,0.8333333333333333,10
2240,Death,2.833333333333333,34
2241,Survival,10.0,120
2242,Survival,10.0,120
2243,Death,4.166666666666666,50
2244,Lapse,4.916666666666666,59
2245,Survival,10.0,120
2246,Survival,10.0,120
2247,Survival,10.0,120
2248,Survival,10.0,120
2249,Death,6.416666666666666,77
2250,Survival,10.0,120
2251,Survival,10.0,120
2252,Survival,10.0,120
2253,Disability,9.083333333333332,109
2254,Lapse,6.416666666666666,77
2255,Survival,10.0,120
2256,Survival,10.0,120
2257,Survival,10.0,120
2258,Lapse,7.833333333333333,94
2259,Disability,0.3333333333333333,4
2260,Survival,10.0,120
2261,Death,6.333333333333333,76
2262,Survival,10.0,120
2263,Survival,10.0,120
2264,Death,8.083333333333332,97
2265,Survival,10.0,120
2266,Survival,10.0,120
2267,Lapse,1.25,15
2268,Survival,10.0,120
2269,Survival,10.0,120
2270,Death,7.416666666666666,89
2271,Survival,10.0,120
2272,Survival,10.0,120
2273,Lapse,4.416666666666666,53
2274,Survival,10.0,120
2275,Lapse,6.0,72
2276,Disability,7.416666666666666,89
2277,Survival,10.0,120
2278,Disability,9.083333333333332,109
2279,Lapse,1.4166666666666665,17
2280,Survival,10.0,120
2281,Lapse,4.75,57
2282,Survival,10.0,120
2283,Survival,10.0,120
2284,Survival,10.0,120
2285,Survival,10.0,120
2286,Disability,1.3333333333333333,16
2287,Survival,10.0,120
2288,Survival,10.0,120
2289,Survival,10.0,120
2290,Survival,10.0,120
2291,Survival,10.0,120
2292,Survival,10.0,120
2293,Survival,10.0,120
2294,Survival,10.0,120
2295,Survival,10.0,120
2296,Survival,10.0,120
2297,Disability,6.333333333333333,76
2298,Survival,10.0,120
2299,Survival,10.0,120
2300,Death,5.75,69
2301,Lapse,1.4166666666666665,17
2302,Survival,10.0,120
2303,Survival,10.0,120
2304,Survival,10.0,120
2305,Lapse,4.083333333333333,49
2306,Survival,10.0,120
2307,Death,6.833333333333333,82
2308,Survival,10.0,120
2309,Survival,10.0,120
2310,Lapse,5.333333333333333,64
2311,Survival,10.0,120
2312,Survival,10.0,120
2313,Survival,10.0,120
2314,Survival,10.0,120
2315,Lapse,4.083333333333333,49
2316,Survival,10.0,120
2317,Survival,10.0,120
2318,Survival,10.0,120
2319,Lapse,1.6666666666666665,20
2320,Survival,10.0,120
2321,Death,1.6666666666666665,20
2322,Survival,10.0,120
2323,Disability,9.0,108
2324,Survival,10.0,120
2325,Survival,10.0,120
2326,Lapse,2.9166666666666665,35
2327,Lapse,9.75,117
2328,Death,2.583333333333333,31
2329,Survival,10.0,120
2330,Survival,10.0,120
2331,Survival,10.0,120
2332,Death,2.6666666666666665,32
2333,Lapse,5.583333333333333,67
2334,Survival,10.0,120
2335,Lapse,7.833333333333333,94
2336,Survival,10.0,120
2337,Disability,0.5,6
2338,Survival,10.0,120
2339,Survival,10.0,120
2340,Lapse,3.5,42
2341,Disability,2.6666666666666665,32
2342,Lapse,8.916666666666666,107
2343,Lapse,5.083333333333333,61
2344,Survival,10.0,120
2345,Lapse,4.0,48
2346,Survival,10.0,120
2347,Disability,2.9166666666666665,35
2348,Survival,10.0,120
2349,Survival,10.0,120
2350,Lapse,5.0,60
2351,Survival,10.0,120
2352,Lapse,3.5,42
2353,Survival,10.0,120
2354,Survival,10.0,120
2355,Survival,10.0,120
2356,Survival,10.0,120
2357,Survival,10.0,120
2358,Survival,10.0,120
2359,Lapse,1.0,12
2360,Survival,10.0,120
2361,Lapse,3.9166666666666665,47
2362,Survival,10.0,120
2363,Lapse,3.4166666666666665,41
2364,Disability,1.5,18
2365,Survival,10.0,120
2366,Lapse,1.3333333333333333,16
2367,Survival,10.0,120
2368,Survival,10.0,120
2369,Survival,10.0,120
2370,Disability,2.333333333333333,28
2371,Death,7.083333333333333,85
2372,Survival,10.0,120
2373,Lapse,6.5,78
2374,Lapse,1.0833333333333333,13
2375,Survival,10.0,120
2376,Survival,10.0,120
2377,Survival,10.0,120
2378,Survival,10.0,120
2379,Survival,10.0,120
2380,Lapse,2.4166666666666665,29
2381,Disability,8.25,99
2382,Survival,10.0,120
2383,Survival,10.0,120
2384,Survival,10.0,120
2385,Lapse,5.416666666666666,65
2386,Lapse,8.333333333333332,100
2387,Survival,10.0,120
2388,Lapse,3.75,45
2389,Lapse,9.333333333333332,112
2390,Survival,10.0,120
2391,Survival,10.0,120
2392,Lapse,8.166666666666666,98
2393,Lapse,3.5,42
2394,Lapse,4.833333333333333,58
2395,Lapse,4.833333333333333,58
2396,Lapse,0.75,9
2397,Survival,10.0,120
2398,Survival,10.0,120
2399,Survival,10.0,120
2400,Survival,10.0,120
2401,Survival,10.0,120
2402,Survival,10.0,120
2403,Lapse,1.1666666666666665,14
2404,Survival,10.0,120
2405,Lapse,5.0,60
2406,Survival,10.0,120
2407,Survival,10.0,120
2408,Survival,10.0,120
2409,Survival,10.0,120
2410,Survival,10.0,120
2411,Survival,10.0,120
2412,Lapse,8.5,102
2413,Survival,10.0,120
2414,Survival,10.0,120
2415,Survival,10.0,120
2416,Survival,10.0,120
2417,Disability,9.666666666666666,116
2418,Survival,10.0,120
2419,Lapse,0.08333333333333333,1
2420,Survival,10.0,120
2421,Lapse,9.25,111
2422,Survival,10.0,120
2423,Lapse,7.25,87
2424,Survival,10.0,120
2425,Survival,10.0,120
2426,Survival,10.0,120
2427,Death,2.833333333333333,34
2428,Disability,2.583333333333333,31
2429,Lapse,0.41666666666666663,5
2430,Lapse,4.0,48
2431,Survival,10.0,120
2432,Survival,10.0,120
2433,Survival,10.0,120
2434,Survival,10.0,120
2435,Survival,10.0,120
2436,Lapse,9.583333333333332,115
2437,Survival,10.0,120
2438,Survival,10.0,120
2439,Survival,10.0,120
2440,Survival,10.0,120
2441,Disability,8.333333333333332,100
2442,Survival,10.0,120
2443,Survival,10.0,120
2444,Survival,10.0,120
2445,Death,3.0,36
2446,Survival,10.0,120
2447,Survival,10.0,120
2448,Lapse,3.583333333333333,43
2449,Survival,10.0,120
2450,Survival,10.0,120
2451,Survival,10.0,120
2452,Disability,1.1666666666666665,14
2453,Death,1.8333333333333333,22
2454,Survival,10.0,120
2455,Survival,10.0,120
2456,Survival,10.0,120
2457,Lapse,4.833333333333333,58
2458,Death,2.25,27
2459,Lapse,5.083333333333333,61
2460,Lapse,7.0,84
2461,Survival,10.0,120
2462,Death,6.083333333333333,73
2463,Survival,10.0,120
2464,Lapse,7.416666666666666,89
2465,Survival,10.0,120
2466,Lapse,8.166666666666666,98
2467,Survival,10.0,120
2468,Survival,10.0,120
2469,Survival,10.0,120
2470,Survival,10.0,120
2471,Survival,10.0,120
2472,Lapse,9.25,111
2473,Survival,10.0,120
2474,Lapse,3.1666666666666665,38
2475,Survival,10.0,120
2476,Survival,10.0,120
2477,Lapse,8.666666666666666,104
2478,Survival,10.0,120
2479,Death,0.16666666666666666,2
2480,Lapse,4.083333333333333,49
2481,Survival,10.0,120
2482,Survival,10.0,120
2483,Survival,10.0,120
2484,Lapse,4.5,54
2485,Survival,10.0,120
2486,Survival,10.0,120
2487,Survival,10.0,120
2488,Survival,10.0,120
2489,Lapse,0.16666666666666666,2
2490,Lapse,7.916666666666666,95
2491,Survival,10.0,120
2492,Survival,10.0,120
2493,Survival,10.0,120
2494,Survival,10.0,120
2495,Survival,10.0,120
2496,Survival,10.0,120
2497,Survival,10.0,120
2498,Lapse,6.583333333333333,79
2499,Lapse,3.583333333333333,43
2500,Survival,10.0,120
2501,Survival,10.0,120
2502,Lapse,5.25,63
2503,Lapse,3.6666666666666665,44
2504,Survival,10.0,120
2505,Survival,10.0,120
2506,Lapse,2.583333333333333,31
2507,Survival,10.0,120
2508,Lapse,0.6666666666666666,8
2509,Lapse,9.166666666666666,110
2510,Lapse,3.4166666666666665,41
2511,Survival,10.0,120
2512,Survival,10.0,120
2513,Lapse,4.5,54
2514,Survival,10.0,120
2515,Survival,10.0,120
2516,Disability,0.3333333333333333,4
2517,Death,7.333333333333333,88
2518,Lapse,2.1666666666666665,26
2519,Lapse,0.5,6
2520,Survival,10.0,120
2521,Lapse,0.8333333333333333,10
2522,Lapse,2.083333333333333,25
2523,Lapse,7.5,90
2524,Lapse,8.0,96
2525,Disability,8.75,105
2526,Death,6.166666666666666,74
2527,Survival,10.0,120
2528,Lapse,1.0,12
2529,Lapse,7.916666666666666,95
2530,Lapse,6.166666666666666,74
2531,Lapse,0.8333333333333333,10
2532,Survival,10.0,120
2533,Survival,10.0,120
2534,Death,5.166666666666666,62
2535,Survival,10.0,120
2536,Disability,0.16666666666666666,2
2537,Survival,10.0,120
2538,Survival,10.0,120
2539,Death,5.25,63
2540,Survival,10.0,120
2541,Survival,10.0,120
2542,Lapse,6.166666666666666,74
2543,Survival,10.0,120
2544,Survival,10.0,120
2545,Lapse,0.75,9
2546,Survival,10.0,120
2547,Survival,10.0,120
2548,Lapse,1.5833333333333333,19
2549,Disability,8.833333333333332,106
2550,Survival,10.0,120
2551,Lapse,8.166666666666666,98
2552,Lapse,1.0833333333333333,13
2553,Survival,10.0,120
2554,Lapse,4.666666666666666,56
2555,Survival,10.0,120
2556,Survival,10.0,120
2557,Lapse,0.9166666666666666,11
2558,Disability,4.083333333333333,49
2559,Death,2.083333333333333,25
2560,Lapse,2.583333333333333,31
2561,Survival,10.0,120
2562,Survival,10.0,120
2563,Lapse,3.75,45
2564,Survival,10.0,120
2565,Disability,5.5,66
2566,Survival,10.0,120
2567,Survival,10.0,120
2568,Survival,10.0,120
2569,Survival,10.0,120
2570,Survival,10.0,120
2571,Survival,10.0,120
2572,Survival,10.0,120
2573,Survival,10.0,120
2574,Survival,10.0,120
2575,Death,9.083333333333332,109
2576,Survival,10.0,120
2577,Disability,5.0,60
2578,Lapse,6.583333333333333,79
2579,Death,3.083333333333333,37
2580,Lapse,2.083333333333333,25
2581,Lapse,3.6666666666666665,44
2582,Survival,10.0,120
2583,Survival,10.0,120
2584,Lapse,0.5,6
2585,Death,5.916666666666666,71
2586,Survival,10.0,120
2587,Survival,10.0,120
2588,Survival,10.0,120
2589,Survival,10.0,120
2590,Survival,10.0,120
2591,Survival,10.0,120
2592,Survival,10.0,120
2593,Lapse,0.75,9
2594,Death,7.75,93
2595,Lapse,0.6666666666666666,8
2596,Survival,10.0,120
2597,Survival,10.0,120
2598,Disability,4.333333333333333,52
2599,Lapse,1.9166666666666665,23
2600,Disability,1.8333333333333333,22
2601,Survival,10.0,120
2602,Survival,10.0,120
2603,Death,8.916666666666666,107
2604,Survival,10.0,120
2605,Lapse,4.416666666666666,53
2606,Survival,10.0,120
2607,Disability,0.25,3
2608,Survival,10.0,120
2609,Survival,10.0,120
2610,Lapse,3.333333333333333,40
2611,Survival,10.0,120
2612,Survival,10.0,120
2613,Survival,10.0,120
2614,Lapse,2.1666666666666665,26
2615,Survival,10.0,120
2616,Survival,10.0,120
2617,Survival,10.0,120
2618,Survival,10.0,120
2619,Survival,10.0,120
2620,Lapse,1.25,15
2621,Survival,10.0,120
2622,Survival,10.0,120
2623,Survival,10.0,120
2624,Lapse,1.0,12
2625,Survival,10.0,120
2626,Survival,10.0,120
2627,Lapse,5.666666666666666,68
2628,Death,0.8333333333333333,10
2629,Survival,10.0,120
2630,Survival,10.0,120
2631,Lapse,3.833333333333333,46
2632,Death,1.1666666666666665,14
2633,Lapse,8.333333333333332,100
2634,Survival,10.0,120
2635,Lapse,5.5,66
2636,Survival,10.0,120
2637,Survival,10.0,120
2638,Survival,10.0,120
2639,Lapse,6.166666666666666,74
2640,Lapse,0.5833333333333333,7
2641,Lapse,8.333333333333332,100
2642,Disability,1.75,21
2643,Survival,10.0,120
2644,Survival,10.0,120
2645,Lapse,6.0,72
2646,Lapse,3.0,36
2647,Lapse,1.9166666666666665,23
2648,Survival,10.0,120
2649,Survival,10.0,120
2650,Survival,10.0,120
2651,Survival,10.0,120
2652,Survival,10.0,120
2653,Survival,10.0,120
2654,Death,0.08333333333333333,1
2655,Survival,10.0,120
2656,Lapse,9.833333333333332,118
2657,Lapse,6.0,72
2658,Death,9.0,108
2659,Survival,10.0,120
2660,Survival,10.0,120
2661,Survival,10.0,120
2662,Death,0.6666666666666666,8
2663,Disability,1.25,15
2664,Survival,10.0,120
2665,Disability,4.0,48
2666,Lapse,6.416666666666666,77
2667,Lapse,7.416666666666666,89
2668,Lapse,0.08333333333333333,1
2669,Survival,10.0,120
2670,Lapse,3.4166666666666665,41
2671,Survival,10.0,120
2672,Survival,10.0,120
2673,Survival,10.0,120
2674,Survival,10.0,120
2675,Survival,10.0,120
2676,Disability,3.75,45
2677,Survival,10.0,120
2678,Lapse,1.0,12
2679,Survival,10.0,120
2680,Lapse,7.166666666666666,86
2681,Death,3.0,36
2682,Survival,10.0,120
2683,Survival,10.0,120
2684,Survival,10.0,120
2685,Survival,10.0,120
2686,Survival,10.0,120
2687,Death,3.833333333333333,46
2688,Survival,10.0,120
2689,Lapse,8.166666666666666,98
2690,Survival,10.0,120
2691,Survival,10.0,120
2692,Death,1.0,12
2693,Death,0.6666666666666666,8
2694,Survival,10.0,120
2695,Lapse,8.75,105
2696,Survival,10.0,120
2697,Survival,10.0,120
2698,Survival,10.0,120
2699,Lapse,1.8333333333333333,22
2700,Survival,10.0,120
2701,Survival,10.0,120
2702,Survival,10.0,120
2703,Survival,10.0,120
2704,Lapse,1.8333333333333333,22
2705,Lapse,9.416666666666666,113
2706,Survival,10.0,120
2707,Lapse,6.5,78
2708,Death,4.666666666666666,56
2709,Survival,10.0,120
2710,Death,2.1666666666666665,26
2711,Survival,10.0,120
2712,Lapse,7.5,90
2713,Survival,10.0,120
2714,Disability,1.5,18
2715,Survival,10.0,120
2716,Lapse,7.916666666666666,95
2717,Death,7.333333333333333,88
2718,Lapse,1.9166666666666665,23
2719,Lapse,8.083333333333332,97
2720,Disability,4.0,48
2721,Lapse,7.416666666666666,89
2722,Lapse,4.0,48
2723,Lapse,4.583333333333333,55
2724,Survival,10.0,120
2725,Survival,10.0,120
2726,Death,2.25,27
2727,Survival,10.0,120
2728,Survival,10.0,120
2729,Lapse,3.4166666666666665,41
2730,Death,7.083333333333333,85
2731,Survival,10.0,120
2732,Survival,10.0,120
2733,Death,5.25,63
2734,Survival,10.0,120
2735,Survival,10.0,120
2736,Lapse,1.0833333333333333,13
2737,Disability,2.333333333333333,28
2738,Survival,10.0,120
2739,Survival,10.0,120
2740,Lapse,1.4166666666666665,17
2741,Survival,10.0,120
2742,Survival,10.0,120
2743,Lapse,0.5,6
2744,Death,1.6666666666666665,20
2745,Lapse,3.5,42
2746,Lapse,4.666666666666666,56
2747,Survival,10.0,120
2748,Lapse,7.0,84
2749,Survival,10.0,120
2750,Survival,10.0,120
2751,Survival,10.0,120
2752,Lapse,2.6666666666666665,32
2753,Lapse,2.583333333333333,31
2754,Disability,9.333333333333332,112
2755,Survival,10.0,120
2756,Survival,10.0,120
2757,Lapse,7.083333333333333,85
2758,Survival,10.0,120
2759,Survival,10.0,120
2760,Survival,10.0,120
2761,Survival,10.0,120
2762,Lapse,1.25,15
2763,Lapse,0.41666666666666663,5
2764,Survival,10.0,120
2765,Survival,10.0,120
2766,Lapse,4.083333333333333,49
2767,Survival,10.0,120
2768,Survival,10.0,120
2769,Survival,10.0,120
2770,Survival,10.0,120
2771,Survival,10.0,120
2772,Survival,10.0,120
2773,Disability,1.5,18
2774,Survival,10.0,120
2775,Lapse,3.1666666666666665,38
2776,Lapse,7.166666666666666,86
2777,Lapse,4.583333333333333,55
2778,Survival,10.0,120
2779,Lapse,0.8333333333333333,10
2780,Survival,10.0,120
2781,Death,1.8333333333333333,22
2782,Survival,10.0,120
2783,Survival,10.0,120
2784,Survival,10.0,120
2785,Lapse,5.833333333333333,70
2786,Survival,10.0,120
2787,Survival,10.0,120
2788,Survival,10.0,120
2789,Survival,10.0,120
2790,Survival,10.0,120
2791,Survival,10.0,120
2792,Survival,10.0,120
2793,Lapse,2.6666666666666665,32
2794,Survival,10.0,120
2795,Survival,10.0,120
2796,Survival,10.0,120
2797,Survival,10.0,120
2798,Survival,10.0,120
2799,Lapse,8.333333333333332,100
2800,Disability,0.75,9
2801,Survival,10.0,120
2802,Lapse,7.0,84
2803,Survival,10.0,120
2804,Survival,10.0,120
2805,Disability,7.75,93
2806,Lapse,6.083333333333333,73
2807,Survival,10.0,120
2808,Disability,6.833333333333333,82
2809,Death,5.583333333333333,67
2810,Survival,10.0,120
2811,Survival,10.0,120
2812,Survival,10.0,120
2813,Lapse,1.75,21
2814,Survival,10.0,120
2815,Survival,10.0,120
2816,Death,2.083333333333333,25
2817,Lapse,2.333333333333333,28
2818,Lapse,9.25,111
2819,Lapse,7.916666666666666,95
2820,Lapse,2.833333333333333,34
2821,Survival,10.0,120
2822,Death,9.75,117
2823,Survival,10.0,120
2824,Lapse,2.25,27
2825,Survival,10.0,120
2826,Lapse,6.0,72
2827,Lapse,0.08333333333333333,1
2828,Disability,6.333333333333333,76
2829,Disability,4.916666666666666,59
2830,Survival,10.0,120
2831,Survival,10.0,120
2832,Lapse,4.166666666666666,50
2833,Survival,10.0,120
2834,Survival,10.0,120
2835,Survival,10.0,120
2836,Death,8.666666666666666,104
2837,Lapse,3.5,42
2838,Survival,10.0,120
2839,Lapse,7.083333333333333,85
2840,Survival,10.0,120
2841,Survival,10.0,120
2842,Survival,10.0,120
2843,Survival,10.0,120
2844,Survival,10.0,120
2845,Survival,10.0,120
2846,Lapse,9.75,117
2847,Death,4.0,48
2848,Disability,5.833333333333333,70
2849,Survival,10.0,120
2850,Lapse,0.41666666666666663,5
2851,Survival,10.0,120
2852,Survival,10.0,120
2853,Survival,10.0,120
2854,Lapse,0.9166666666666666,11
2855,Lapse,2.5,30
2856,Survival,10.0,120
2857,Survival,10.0,120
2858,Survival,10.0,120
2859,Death,10.0,120
2860,Lapse,2.5,30
2861,Lapse,6.416666666666666,77
2862,Death,2.25,27
2863,Survival,10.0,120
2864,Lapse,1.6666666666666665,20
2865,Lapse,2.6666666666666665,32
2866,Survival,10.0,120
2867,Survival,10.0,120
2868,Disability,1.0,12
2869,Death,1.9166666666666665,23
2870,Survival,10.0,120
2871,Death,7.25,87
2872,Survival,10.0,120
2873,Survival,10.0,120
2874,Lapse,6.583333333333333,79
2875,Survival,10.0,120
2876,Disability,1.1666666666666665,14
2877,Survival,10.0,120
2878,Death,7.333333333333333,88
2879,Lapse,5.75,69
2880,Survival,10.0,120
2881,Survival,10.0,120
2882,Lapse,6.416666666666666,77
2883,Lapse,2.9166666666666665,35
2884,Survival,10.0,120
2885,Survival,10.0,120
2886,Survival,10.0,120
2887,Death,5.583333333333333,67
2888,Survival,10.0,120
2889,Survival,10.0,120
2890,Survival,10.0,120
2891,Survival,10.0,120
2892,Lapse,1.1666666666666665,14
2893,Survival,10.0,120
2894,Survival,10.0,120
2895,Lapse,2.333333333333333,28
2896,Survival,10.0,120
2897,Disability,0.5,6
2898,Survival,10.0,120
2899,Lapse,2.333333333333333,28
2900,Survival,10.0,120
2901,Lapse,2.9166666666666665,35
2902,Survival,10.0,120
2903,Lapse,7.833333333333333,94
2904,Disability,3.25,39
2905,Lapse,0.75,9
2906,Survival,10.0,120
2907,Disability,0.25,3
2908,Survival,10.0,120
2909,Lapse,2.5,30
2910,Survival,10.0,120
2911,Survival,10.0,120
2912,Lapse,0.08333333333333333,1
2913,Lapse,0.41666666666666663,5
2914,Survival,10.0,120
2915,Lapse,0.16666666666666666,2
2916,Survival,10.0,120
2917,Survival,10.0,120
2918,Lapse,0.5,6
2919,Disability,2.833333333333333,34
2920,Survival,10.0,120
2921,Survival,10.0,120
2922,Survival,10.0,120
2923,Lapse,6.333333333333333,76
2924,Survival,10.0,120
2925,Survival,10.0,120
2926,Survival,10.0,120
2927,Lapse,1.4166666666666665,17
2928,Lapse,3.333333333333333,40
2929,Lapse,7.75,93
2930,Survival,10.0,120
2931,Survival,10.0,120
2932,Survival,10.0,120
2933,Survival,10.0,120
2934,Death,1.25,15
2935,Lapse,5.083333333333333,61
2936,Survival,10.0,120
2937,Survival,10.0,120
2938,Survival,10.0,120
2939,Survival,10.0,120
2940,Lapse,1.0,12
2941,Lapse,3.583333333333333,43
2942,Survival,10.0,120
2943,Survival,10.0,120
2944,Survival,10.0,120
2945,Survival,10.0,120
2946,Disability,3.25,39
2947,Survival,10.0,120
2948,Death,6.416666666666666,77
2949,Lapse,6.333333333333333,76
2950,Lapse,5.5,66
2951,Death,8.166666666666666,98
2952,Survival,10.0,120
2953,Lapse,2.0,24
2954,Survival,10.0,120
2955,Survival,10.0,120
2956,Lapse,5.0,60
2957,Survival,10.0,120
2958,Survival,10.0,120
2959,Survival,10.0,120
2960,Lapse,2.75,33
2961,Lapse,9.0,108
2962,Survival,10.0,120
2963,Survival,10.0,120
2964,Disability,4.916666666666666,59
2965,Lapse,2.833333333333333,34
2966,Survival,10.0,120
2967,Disability,9.75,117
2968,Survival,10.0,120
